TSB Ergonomic Report
  Job Title: 
  Job Number: 
  Location: 
  Analyst: 
  Date: 
  Comments: 
  
Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
0.833, ,,14.160,54.811,-2.161,35.977,20.048,-24.984,115.450,111.178,44.443,18.182,116.734,37.221,44.964,78.126,90.000,0.009,0.000,173.489,173.590,163.695,163.468,79.542,78.682,-0.008,0.079,-0.182,-0.178,0.019,0.035,-2.198,-2.181,-6.805,-2.244,-2.462,-1.532,-0.751,-0.495,-18.876,-7.523,0.076,-10.368,-10.788,2.562,1.665,-28.419,-29.464,8.774,6.893,10.238,8.002,12.885,14.981,72.521,70.072,73.196,66.276,105.663,99.437,50.192,25.251,231.280,152.541,85.604,195.845,195.849,130.924,131.360,154.401,155.693,2.808,2.206,3.276,2.561,4.381,5.093,17.820,17.218,18.013,16.310,28.828,27.130,11.368,5.719,72.871,32.987,22.901,78.626,78.627,45.819,45.972,51.059,51.486,99.910,99.899,99.892,99.887,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.822,100.000,100.000,99.083,99.070,99.745,99.760,99.319,99.288,
0.867, ,,14.266,54.207,-2.137,33.473,20.046,-23.015,118.014,110.843,45.704,18.178,117.318,36.382,43.565,79.009,90.000,0.009,0.000,173.624,173.729,163.682,163.462,79.394,78.538,-0.008,0.080,-0.182,-0.177,0.019,0.035,-2.203,-2.181,-7.013,-2.211,-2.431,-1.524,-0.731,-0.495,-18.982,-7.649,0.076,-10.411,-10.854,2.210,1.316,-29.142,-30.274,8.770,6.920,10.238,8.385,12.885,14.941,72.185,70.093,73.619,66.144,105.582,99.370,50.589,24.927,230.980,152.541,85.604,195.850,195.854,130.949,131.372,154.623,155.909,2.806,2.214,3.276,2.683,4.381,5.080,17.737,17.223,18.117,16.277,28.806,27.111,11.458,5.646,72.776,32.987,22.901,78.628,78.629,45.828,45.976,51.132,51.558,99.910,99.899,99.892,99.889,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.820,100.000,100.000,99.082,99.068,99.751,99.766,99.293,99.258,
0.900, ,,14.370,53.616,-2.114,31.025,20.043,-21.090,120.520,110.516,46.935,18.175,117.897,35.561,42.192,79.875,90.000,0.009,0.000,173.755,173.864,163.674,163.460,79.254,78.401,-0.008,0.081,-0.182,-0.177,0.019,0.035,-2.208,-2.182,-7.211,-2.179,-2.401,-1.515,-0.708,-0.495,-19.079,-7.772,0.077,-10.448,-10.914,1.869,0.977,-29.833,-31.049,8.766,6.945,10.238,8.735,12.885,14.901,71.835,70.113,74.034,66.014,105.503,99.304,50.980,24.610,230.688,152.541,85.604,195.855,195.859,130.966,131.375,154.833,156.115,2.805,2.222,3.276,2.795,4.381,5.066,17.651,17.228,18.219,16.245,28.785,27.093,11.546,5.574,72.684,32.987,22.901,78.630,78.631,45.834,45.977,51.202,51.626,99.910,99.899,99.892,99.890,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.820,100.000,100.000,99.080,99.066,99.757,99.771,99.267,99.229,
0.933, ,,14.471,53.041,-2.091,28.645,20.041,-19.218,122.957,110.199,48.132,18.175,118.467,34.760,40.854,80.718,90.000,0.009,0.000,173.883,173.995,163.669,163.462,79.122,78.272,-0.008,0.081,-0.182,-0.177,0.019,0.035,-2.213,-2.183,-7.398,-2.148,-2.372,-1.506,-0.682,-0.495,-19.166,-7.893,0.078,-10.481,-10.972,1.542,0.650,-30.488,-31.793,8.762,6.970,10.238,9.051,12.885,14.860,71.476,70.131,74.437,65.887,105.427,99.239,51.362,24.301,230.403,152.541,85.604,195.859,195.864,130.974,131.371,155.032,156.308,2.804,2.230,3.276,2.896,4.381,5.052,17.563,17.233,18.318,16.214,28.764,27.076,11.633,5.504,72.594,32.987,22.901,78.632,78.633,45.837,45.976,51.268,51.690,99.910,99.899,99.892,99.890,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.819,100.000,100.000,99.079,99.064,99.762,99.776,99.243,99.199,
0.967, ,,14.568,52.486,-2.069,26.346,20.039,-17.410,125.311,109.892,49.287,18.177,119.024,33.986,39.557,81.534,90.000,0.009,0.000,174.007,174.063,163.668,163.468,78.998,78.210,-0.008,0.081,-0.182,-0.177,0.019,0.035,-2.218,-2.184,-7.573,-2.118,-2.343,-1.497,-0.654,-0.495,-19.245,-8.010,0.079,-10.473,-11.060,1.236,0.490,-30.847,-32.457,8.758,6.993,10.238,9.334,12.885,14.819,71.110,70.149,74.828,65.764,105.354,99.175,51.733,24.002,230.257,152.541,85.604,195.864,195.866,130.976,131.360,155.218,156.401,2.803,2.238,3.276,2.987,4.381,5.038,17.473,17.237,18.414,16.184,28.744,27.058,11.717,5.436,72.548,32.987,22.901,78.634,78.634,45.838,45.972,51.329,51.721,99.910,99.899,99.892,99.891,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.818,100.000,100.000,99.080,99.061,99.767,99.779,99.230,99.171,
1.000, ,,14.662,51.954,-2.049,24.139,20.037,-15.675,127.570,109.597,50.395,18.181,119.565,33.242,38.310,82.318,90.000,0.009,0.000,174.125,174.185,163.672,163.477,78.882,78.098,-0.008,0.080,-0.182,-0.177,0.019,0.035,-2.223,-2.184,-7.736,-2.090,-2.316,-1.488,-0.625,-0.495,-19.315,-8.123,0.079,-10.495,-11.107,0.940,0.190,-31.423,-33.125,8.755,7.016,10.238,9.585,12.885,14.778,70.743,70.166,75.203,65.646,105.285,99.114,52.091,23.715,229.993,152.541,85.604,195.869,195.871,130.969,131.342,155.392,156.570,2.802,2.245,3.276,3.067,4.381,5.024,17.383,17.241,18.506,16.155,28.725,27.042,11.798,5.371,72.465,32.987,22.901,78.635,78.636,45.835,45.966,51.387,51.776,99.910,99.899,99.892,99.892,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.817,100.000,100.000,99.079,99.060,99.772,99.783,99.207,99.143,
1.033, ,,14.751,51.446,-2.029,22.038,20.035,-14.023,129.721,109.317,51.450,18.186,120.086,32.532,37.121,83.065,90.000,0.009,0.000,174.238,174.360,163.677,163.489,78.775,77.934,-0.008,0.080,-0.182,-0.178,0.019,0.035,-2.229,-2.185,-7.887,-2.064,-2.291,-1.479,-0.595,-0.494,-19.375,-8.231,0.080,-10.555,-11.108,0.652,-0.243,-32.229,-33.784,8.751,7.037,10.238,9.804,12.885,14.737,70.377,70.181,75.560,65.534,105.220,99.055,52.433,23.441,229.613,152.541,85.604,195.873,195.878,130.958,134.919,155.553,156.816,2.800,2.252,3.276,3.137,4.381,5.011,17.293,17.245,18.594,16.127,28.707,27.026,11.876,5.309,72.346,32.987,22.901,78.637,78.639,45.831,39.733,51.440,51.858,99.910,99.899,99.892,99.892,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.816,100.000,100.000,99.077,99.059,99.776,99.965,99.174,99.116,
1.067, ,,14.835,50.967,-2.010,20.055,20.033,-12.463,131.752,109.052,52.445,18.193,120.582,31.862,35.995,83.772,90.000,0.009,0.000,174.345,174.469,163.686,163.503,78.677,77.839,-0.008,0.079,-0.182,-0.178,0.019,0.035,-2.234,-2.186,-8.025,-2.039,-2.268,-1.470,-0.566,-0.494,-19.428,-8.334,0.081,-10.572,-11.145,0.391,-0.507,-32.727,-34.362,8.748,7.056,10.238,9.995,12.885,14.698,70.019,70.195,75.897,65.427,105.158,98.999,52.758,23.182,229.376,152.541,85.604,195.878,195.883,130.941,134.932,155.700,156.959,2.799,2.258,3.276,3.198,4.381,4.997,17.205,17.248,18.677,16.101,28.691,27.010,11.949,5.250,72.271,32.987,22.901,78.639,78.641,45.826,39.737,51.489,51.905,99.910,99.900,99.892,99.892,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.816,100.000,100.000,99.077,99.058,99.780,99.964,99.153,99.090,
1.100, ,,14.913,50.520,-1.992,18.201,20.031,-11.006,133.649,108.804,53.374,18.200,121.049,31.235,34.943,84.433,90.000,0.009,0.000,174.445,174.572,163.697,163.519,78.588,77.752,-0.008,0.078,-0.182,-0.179,0.019,0.035,-2.239,-2.187,-8.150,-2.017,-2.247,-1.461,-0.537,-0.494,-19.472,-8.431,0.081,-10.585,-11.177,0.150,-0.752,-33.183,-34.894,8.745,7.075,10.238,10.158,12.885,14.660,69.672,70.208,76.213,65.328,105.101,98.947,53.062,22.940,229.155,152.541,85.604,195.882,195.888,130.921,134.946,155.834,157.089,2.798,2.264,3.276,3.251,4.381,4.984,17.120,17.252,18.755,16.076,28.675,26.996,12.018,5.196,72.201,32.987,22.901,78.641,78.643,45.818,39.741,51.533,51.948,99.910,99.900,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.815,100.000,100.000,99.076,99.057,99.784,99.963,99.134,99.066,
1.133, ,,14.986,50.107,-1.976,16.490,20.030,-9.660,135.401,108.576,54.232,18.208,121.484,30.656,33.970,85.043,90.000,0.009,0.000,174.537,174.666,163.709,163.535,78.508,77.675,-0.008,0.077,-0.182,-0.179,0.019,0.035,-2.244,-2.187,-8.262,-1.996,-2.228,-1.453,-0.509,-0.493,-19.508,-8.521,0.082,-10.596,-11.204,-0.071,-0.977,-33.595,-35.378,8.742,7.091,10.238,10.296,12.885,14.624,69.341,70.220,76.504,65.236,105.049,98.898,53.344,22.716,228.950,152.541,85.604,195.886,195.892,135.118,134.961,155.954,157.206,2.797,2.269,3.276,3.295,4.381,4.972,17.038,17.254,18.827,16.054,28.661,26.983,12.082,5.145,72.137,32.987,22.901,78.642,78.645,39.792,39.745,51.573,51.987,99.910,99.900,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.815,100.000,100.000,99.076,99.056,99.965,99.962,99.116,99.044,
1.167, ,,15.052,49.731,-1.962,14.935,20.028,-8.437,136.994,108.368,55.011,18.216,121.882,30.129,33.084,85.598,90.000,0.009,0.000,174.620,174.752,163.721,163.552,78.437,77.606,-0.008,0.076,-0.182,-0.180,0.019,0.036,-2.248,-2.188,-8.362,-1.977,-2.212,-1.445,-0.483,-0.493,-19.538,-8.603,0.082,-10.603,-11.227,-0.269,-1.179,-33.962,-35.813,8.739,7.106,10.238,10.411,12.885,14.590,69.031,70.230,76.770,65.152,105.001,98.853,53.601,22.513,228.764,152.541,85.604,195.890,195.896,135.130,134.976,156.061,157.309,2.797,2.274,3.276,3.332,4.381,4.961,16.962,17.257,18.892,16.033,28.648,26.970,12.140,5.099,72.078,32.987,22.901,78.644,78.646,39.795,39.750,51.608,52.021,99.910,99.900,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.815,100.000,100.000,99.076,99.056,99.965,99.962,99.100,99.023,
1.200, ,,15.111,49.396,-1.948,13.546,20.027,-7.345,138.415,108.183,55.706,18.225,122.239,29.658,32.293,86.094,90.000,0.009,0.000,174.695,174.829,163.734,163.569,78.375,77.545,-0.008,0.074,-0.182,-0.180,0.019,0.036,-2.252,-2.188,-8.448,-1.961,-2.198,-1.438,-0.459,-0.493,-19.562,-8.677,0.082,-10.609,-11.247,-0.445,-1.359,-34.284,-36.195,8.737,7.120,10.238,10.505,12.885,14.560,68.748,70.239,77.007,65.077,104.959,98.813,53.831,22.331,228.598,152.541,85.604,195.893,195.899,135.141,134.991,156.154,157.400,2.796,2.278,3.276,3.362,4.381,4.950,16.893,17.259,18.950,16.015,28.636,26.960,12.192,5.058,72.026,32.987,22.901,78.645,78.648,39.798,39.754,51.639,52.051,99.910,99.900,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.814,100.000,100.000,99.075,99.055,99.964,99.961,99.086,99.005,
1.233, ,,15.162,49.104,-1.937,12.337,20.026,-6.394,139.653,108.021,56.311,18.232,122.552,29.249,31.603,86.526,90.000,0.009,0.000,174.760,174.895,163.746,163.584,78.322,77.494,-0.008,0.073,-0.182,-0.181,0.019,0.036,-2.256,-2.189,-8.521,-1.946,-2.187,-1.432,-0.438,-0.492,-19.581,-8.742,0.083,-10.612,-11.263,-0.597,-1.515,-34.560,-36.524,8.735,7.131,10.238,10.580,12.885,14.533,68.496,70.247,77.213,65.011,104.922,98.778,54.032,22.173,228.454,152.541,85.604,195.896,195.902,135.152,135.005,156.233,157.477,2.795,2.282,3.276,3.386,4.381,4.941,16.831,17.261,19.001,15.999,28.626,26.950,12.238,5.022,71.980,32.987,22.901,78.646,78.649,39.802,39.758,51.665,52.076,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.814,100.000,100.000,99.075,99.055,99.964,99.960,99.073,98.989,
1.267, ,,15.205,48.859,-1.927,11.320,20.025,-5.594,140.694,107.886,56.820,18.239,122.816,28.904,31.023,86.889,90.000,0.009,0.000,174.815,174.951,163.757,163.598,78.279,77.452,-0.008,0.072,-0.182,-0.181,0.019,0.036,-2.259,-2.189,-8.582,-1.934,-2.178,-1.427,-0.421,-0.492,-19.595,-8.797,0.083,-10.614,-11.276,-0.724,-1.645,-34.788,-36.799,8.733,7.141,10.238,10.639,12.885,14.510,68.280,70.253,77.386,64.957,104.892,98.749,54.201,22.039,228.332,152.541,85.604,195.899,195.905,135.162,135.018,156.298,157.540,2.795,2.285,3.276,3.405,4.381,4.933,16.778,17.263,19.044,15.985,28.618,26.942,12.276,4.992,71.942,32.987,22.901,78.647,78.650,39.805,39.762,51.687,52.097,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.814,100.000,100.000,99.075,99.054,99.963,99.960,99.063,98.976,
1.300, ,,15.239,48.662,-1.920,10.507,20.024,-4.955,141.526,107.777,57.227,18.245,123.028,28.629,30.559,87.180,90.000,0.009,0.000,174.858,174.996,163.767,163.609,78.244,77.419,-0.008,0.071,-0.182,-0.182,0.019,0.036,-2.261,-2.190,-8.629,-1.925,-2.170,-1.423,-0.406,-0.492,-19.605,-8.840,0.083,-10.615,-11.285,-0.824,-1.749,-34.969,-37.016,8.732,7.149,10.238,10.683,12.885,14.491,68.105,70.258,77.525,64.913,104.867,98.725,54.337,21.933,228.235,152.541,85.604,195.901,195.907,135.171,135.028,156.350,157.590,2.794,2.288,3.276,3.419,4.381,4.927,16.735,17.264,19.078,15.974,28.611,26.936,12.307,4.968,71.911,32.987,22.901,78.648,78.651,39.807,39.765,51.704,52.114,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.814,100.000,100.000,99.075,99.054,99.963,99.960,99.055,98.965,
1.333, ,,15.265,48.519,-1.914,9.911,20.023,-4.486,142.136,107.698,57.525,18.250,123.184,28.427,30.219,87.393,90.000,0.009,0.000,174.890,175.029,163.774,163.618,78.219,77.395,-0.008,0.071,-0.182,-0.182,0.019,0.036,-2.263,-2.190,-8.663,-1.918,-2.165,-1.419,-0.396,-0.491,-19.612,-8.873,0.083,-10.616,-11.292,-0.898,-1.824,-35.100,-37.174,8.731,7.155,10.238,10.713,12.885,14.477,67.976,70.262,77.627,64.880,104.850,98.708,54.436,21.855,228.164,152.541,85.604,195.902,195.909,135.177,135.036,156.387,157.626,2.794,2.289,3.276,3.428,4.381,4.922,16.703,17.265,19.103,15.966,28.607,26.931,12.329,4.950,71.889,32.987,22.901,78.649,78.651,39.809,39.768,51.716,52.126,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.813,100.000,100.000,99.075,99.054,99.963,99.959,99.048,98.957,
1.367, ,,15.285,48.400,-1.909,9.420,20.023,-4.100,142.639,107.632,57.770,18.253,123.313,28.260,29.938,87.568,90.000,0.009,0.000,174.917,175.056,163.780,163.626,78.199,77.375,-0.008,0.070,-0.182,-0.182,0.019,0.036,-2.264,-2.190,-8.691,-1.912,-2.161,-1.417,-0.387,-0.491,-19.618,-8.899,0.084,-10.616,-11.297,-0.958,-1.887,-35.207,-37.304,8.730,7.159,10.238,10.737,12.886,14.466,67.868,70.265,77.711,64.854,104.835,98.693,54.518,21.791,228.105,152.541,85.604,195.903,195.910,135.183,135.043,156.418,157.656,2.794,2.291,3.276,3.436,4.381,4.918,16.676,17.265,19.124,15.960,28.603,26.927,12.348,4.935,71.870,32.987,22.901,78.649,78.652,39.811,39.770,51.726,52.135,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.813,100.000,100.000,99.075,99.053,99.962,99.959,99.044,98.950,
1.400, ,,15.285,48.400,-1.909,9.420,20.023,-4.100,142.639,107.632,57.770,18.253,123.313,28.260,29.938,87.568,90.000,0.009,0.000,174.917,175.056,163.780,163.626,78.199,77.375,-0.008,0.070,-0.182,-0.182,0.019,0.036,-2.264,-2.190,-8.691,-1.912,-2.161,-1.417,-0.387,-0.491,-19.618,-8.899,0.084,-10.616,-11.297,-0.958,-1.887,-35.207,-37.304,8.730,7.159,10.238,10.737,12.886,14.466,67.868,70.265,77.711,64.854,104.835,98.693,54.518,21.791,228.105,152.541,85.604,195.903,195.910,135.183,135.043,156.418,157.656,2.794,2.291,3.276,3.436,4.381,4.918,16.676,17.265,19.124,15.960,28.603,26.927,12.348,4.935,71.870,32.987,22.901,78.649,78.652,39.811,39.770,51.726,52.135,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.813,100.000,100.000,99.075,99.053,99.962,99.959,99.044,98.950,
1.433, ,Grasp,15.285,48.400,-1.909,9.420,20.023,-4.100,142.639,107.632,57.770,18.253,123.313,28.260,29.938,87.568,90.000,0.009,0.000,174.917,175.056,163.780,163.626,78.199,77.375,-0.008,0.070,-0.182,-0.182,0.019,0.036,-2.264,-2.190,-8.691,-1.912,-2.161,-1.417,-0.387,-0.491,-19.618,-8.899,0.084,-10.616,-11.297,-0.958,-1.887,-35.207,-37.304,8.730,7.159,10.238,10.737,12.886,14.466,67.868,70.265,77.711,64.854,104.835,98.693,54.518,21.791,228.105,152.541,85.604,195.903,195.910,135.183,135.043,156.418,157.656,2.794,2.291,3.276,3.436,4.381,4.918,16.676,17.265,19.124,15.960,28.603,26.927,12.348,4.935,71.870,32.987,22.901,78.649,78.652,39.811,39.770,51.726,52.135,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.813,100.000,100.000,99.075,99.053,99.962,99.959,99.044,98.950,
1.467, ,,15.285,48.400,-1.909,9.420,20.023,-4.100,142.639,107.632,57.770,18.253,123.313,28.260,29.938,87.568,90.000,0.009,0.000,174.917,175.056,163.780,163.626,78.199,77.375,-0.008,0.070,-0.182,-0.182,0.019,0.036,-2.264,-2.190,-8.691,-1.912,-2.161,-1.417,-0.387,-0.491,-19.618,-8.899,0.084,-10.616,-11.297,-0.958,-1.887,-35.207,-37.304,8.730,7.159,10.238,10.737,12.886,14.466,67.868,70.265,77.711,64.854,104.835,98.693,54.518,21.791,228.105,152.541,85.604,195.903,195.910,135.183,135.043,156.418,157.656,2.794,2.291,3.276,3.436,4.381,4.918,16.676,17.265,19.124,15.960,28.603,26.927,12.348,4.935,71.870,32.987,22.901,78.649,78.652,39.811,39.770,51.726,52.135,99.910,99.901,99.892,99.893,99.834,99.832,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.813,100.000,100.000,99.075,99.053,99.962,99.959,99.044,98.950,
1.500, Put_e1515ls_yel,Walk,15.285,48.377,-1.909,9.418,20.023,-4.160,142.639,107.632,57.760,18.055,123.333,28.289,29.865,87.241,90.000,0.009,0.000,174.917,175.056,163.780,163.626,78.199,77.375,-0.008,0.639,-0.182,-1.657,0.019,0.338,-10.853,-2.193,-23.971,-1.893,-6.363,-1.415,-1.520,-0.485,-34.529,-14.380,0.141,-16.802,-20.217,-7.337,-9.636,-40.627,-48.682,8.730,7.160,10.238,10.737,12.886,14.468,67.869,70.283,77.719,64.901,104.838,98.739,54.537,21.856,228.105,152.541,85.604,195.903,195.910,135.183,135.043,156.418,157.656,2.794,2.291,3.276,3.436,4.381,4.919,16.677,17.270,19.126,15.971,28.603,26.939,12.352,4.950,71.870,32.987,22.901,78.649,78.652,39.811,39.770,51.726,52.135,99.910,99.778,99.892,99.588,99.834,99.796,100.000,100.000,99.752,100.000,100.000,100.000,100.000,100.000,99.646,100.000,100.000,98.861,98.724,99.934,99.919,98.740,98.170,
1.533, ,,7.643,28.966,-0.955,11.060,10.011,2.543,85.794,92.745,21.277,17.898,46.475,17.219,94.461,108.552,90.000,0.009,0.000,177.831,177.680,168.248,167.609,80.392,79.450,0.012,0.389,-0.200,-1.706,0.024,0.353,-11.315,-2.348,-3.424,-1.380,-10.450,-1.635,-3.578,-0.539,-21.266,-1.022,0.147,-12.043,-11.488,-7.749,-6.784,-39.156,-37.340,7.556,7.776,10.236,10.653,13.256,14.258,75.682,70.718,65.503,60.762,104.904,97.171,25.855,15.815,222.096,152.541,85.604,196.079,196.068,139.238,138.659,153.124,154.539,2.418,2.488,3.275,3.409,4.507,4.848,18.597,17.377,16.120,14.953,28.621,26.511,5.856,3.582,69.977,32.987,22.901,78.720,78.716,41.005,40.834,50.637,51.105,99.909,99.850,99.890,99.565,99.833,99.793,100.000,100.000,100.000,100.000,99.951,100.000,100.000,100.000,99.794,100.000,100.000,99.029,99.048,99.933,99.938,98.779,98.908,
1.567, ,,-0.180,7.212,2.763,-3.037,-3.307,6.467,83.617,83.146,21.680,18.909,-4.770,7.656,-47.450,123.165,87.500,-2.500,-1.250,169.516,173.498,156.176,163.879,74.342,77.680,0.047,0.226,-0.195,-1.717,0.025,0.359,-11.300,-2.406,1.747,-0.925,-6.370,-1.390,-2.822,-0.462,-19.126,0.418,0.327,-4.492,-27.015,1.992,-9.294,-0.510,-83.708,7.595,8.128,10.194,11.006,13.677,14.125,75.600,70.544,73.304,57.921,101.632,95.781,43.170,11.291,231.481,160.839,85.175,195.780,195.845,143.895,135.273,162.212,157.198,2.430,2.601,3.262,3.522,4.650,4.802,18.576,17.334,22.960,14.254,27.729,26.132,9.778,2.557,72.934,36.183,22.786,78.600,78.626,50.359,39.837,53.642,51.984,99.905,99.881,99.891,99.582,99.833,99.792,100.000,100.000,99.908,100.000,100.000,100.000,100.000,100.000,99.820,100.000,100.000,99.252,98.411,99.758,99.921,99.871,92.130,
1.600, ,,-0.181,7.213,2.774,-3.027,-3.307,6.465,83.607,83.135,21.679,18.911,-4.741,7.689,-47.481,123.129,87.500,-2.500,-1.250,170.050,178.619,157.102,170.275,74.876,79.233,0.048,0.219,-0.195,-1.721,0.025,0.359,-11.331,-2.401,1.892,-0.991,-6.406,-1.405,-2.774,-0.479,-18.884,1.236,0.194,-4.365,-13.017,1.913,-21.369,-0.510,-88.759,7.595,8.128,10.194,11.006,13.677,14.125,75.600,70.543,73.300,57.923,101.634,95.781,43.182,11.304,220.388,160.839,85.175,195.781,196.140,142.457,141.078,161.409,154.864,2.430,2.601,3.262,3.522,4.650,4.802,18.576,17.334,22.959,14.254,27.729,26.132,9.780,2.560,69.439,36.183,22.786,78.600,78.744,49.856,41.547,53.377,51.212,99.905,99.882,99.891,99.580,99.833,99.792,100.000,100.000,99.906,100.000,100.000,100.000,100.000,100.000,99.814,100.000,100.000,99.255,98.997,99.759,99.801,99.871,90.165,
1.633, ,,-0.209,7.192,2.784,-3.014,-3.328,6.447,83.596,83.123,21.664,18.892,-4.749,7.681,-47.498,123.109,87.500,-2.500,-1.250,170.696,177.109,158.119,174.875,75.125,80.211,0.049,0.211,-0.194,-1.724,0.025,0.360,-11.363,-2.397,2.043,-1.057,-6.422,-1.410,-2.713,-0.494,-18.755,2.088,0.059,-4.042,2.136,1.860,-26.639,-0.511,-92.611,7.595,8.128,10.194,11.006,13.677,14.125,75.601,70.545,73.302,57.925,101.636,95.784,43.184,11.306,223.659,160.839,85.175,195.785,217.777,140.827,145.253,161.036,153.396,2.430,2.601,3.262,3.522,4.650,4.803,18.577,17.334,22.959,14.255,27.730,26.133,9.781,2.561,70.469,36.183,22.786,78.602,59.423,49.285,42.776,53.253,50.727,99.904,99.883,99.891,99.579,99.833,99.792,100.000,100.000,99.904,100.000,100.000,100.000,100.000,100.000,99.817,100.000,100.000,99.264,100.000,99.759,99.722,99.871,88.464,
